,H,abbrv,category,citations,name,dblp_name
2443,14,,Artificial Intelligence,96,Formal Approaches to Agent-Based Systems,NotAConf
2444,14,,Artificial Intelligence,73,AgentLink,AgentLink
2445,14,,Artificial Intelligence,61,Int. Workshop on Learning Classifier Systems,NotAConf
2446,13,ROBIO,Artificial Intelligence,2673,Robotics and Biomimetics,ROBIO
2447,13,ICCI(ieee),Artificial Intelligence,775,International Conference on Cognitive Informatics,ICCI
2448,13,SEAL,Artificial Intelligence,359,Simulated Evolution and Learning,SEAL
2449,13,SETN,Artificial Intelligence,294,Hellenic Conference on Artificial Intelligence,SETN
2450,13,CEEMAS,Artificial Intelligence,267,International Workshop of Central and Eastern Europe on Multi-Agent Systems,CEEMAS
2451,13,ACMICEC,Artificial Intelligence,180,International Conference on Electronic Commerce,NotAConf
2452,13,AIIDE,Artificial Intelligence,176,Artificial Intelligence and Interactive Digital Entertainment Conference,AIIDE
2453,13,,Artificial Intelligence,99,Agent-Oriented Information Systems,NotAConf
2454,13,ICTL,Artificial Intelligence,54,International Conference on Temporal Logic,ICTL
2455,13,E4MAS,Artificial Intelligence,49,Environments for Multi-Agent Systems,E4MAS
2456,13,,Artificial Intelligence,33,Reasoning with Uncertainty in Robotics,Reasoning with Uncertainty in Robotics
2457,13,EASSS,Artificial Intelligence,21,European Agent Systems Summer School,EASSS
2458,12,ISDA,Artificial Intelligence,1849,Intelligent Systems Design and Applications,ISDA
2459,12,IBERAMIA,Artificial Intelligence,401,Ibero-American Conference on AI,IBERAMIA
2460,12,AIA,Artificial Intelligence,390,Artificial Intelligence and Applications,Artificial Intelligence and Applications
2461,12,WM,Artificial Intelligence,377,Wissensmanagement,Wissensmanagement
2462,12,,Artificial Intelligence,345,Intelligent Information Systems,Intelligent Information Systems
2463,12,SCAI,Artificial Intelligence,315,Scandinavian Conference on AI,SCAI
2464,12,,Artificial Intelligence,198,GAME-ON,GAME-ON
2465,12,WCCI,Artificial Intelligence,81,World Congress on Computational Intelligence,WCCI
2466,12,,Artificial Intelligence,49,Learning Classifier Systems,Learning Classifier Systems
2467,12,KRMED,Artificial Intelligence,47,Workshop on Formal Biomedical Knowledge Representation,NotAConf
2468,12,EWLR,Artificial Intelligence,38,European Workshop on Learning Robots,EWLR
2469,11,CIMCA,Artificial Intelligence,844,"International Conference on Computational Intelligence forModelling, Control and Automation",NotAConf
2470,11,MICAI,Artificial Intelligence,831,Mexican International Conference on Artificial Intelligence,MICAI
2471,11,EUROCAST,Artificial Intelligence,773,Conference On Computer Aided Systems Theory,EUROCAST
2472,11,RAM,Artificial Intelligence,707,"Robotics, Automation and Mechatronics",RAM
2473,11,,Artificial Intelligence,598,IFIP TC5/WG5.3 Publications,NotAConf
2474,11,,Artificial Intelligence,423,Fuzzy Days,Fuzzy Days
2475,11,MATES,Artificial Intelligence,175,Multiagent System Technologies,MATES
2476,11,ICOST,Artificial Intelligence,169,International Conference on Smart Homes and Health Telematics,ICOST
2477,11,CLIMA,Artificial Intelligence,145,Computational Logic in Multi-Agent Systems,CLIMA
2478,11,,Artificial Intelligence,81,Answer Set Programming,Answer Set Programming
2479,11,IWAR,Artificial Intelligence,51,International Workshop on Automated Reasoning,IWAR
2480,11,,Artificial Intelligence,40,Self-Adaptive Software,NotAConf
2481,11,,Artificial Intelligence,36,European Workshop on Planning,NotAConf
2482,10,ICINCO,Artificial Intelligence,1419,"International Conference on Informatics in Control, Automation and Robotics",ICINCO
2483,10,,Artificial Intelligence,1300,IFIP TC12 Publications,NotAConf
2484,10,ICMLA,Artificial Intelligence,969,International Conference on Machine Learning and Applications,ICMLA
2485,10,ANZIIS,Artificial Intelligence,328,Australian New Zealand Conference on Intelligent Information Systems,ANZIIS
2486,10,ENC,Artificial Intelligence,302,Mexican International Conference on Computer Science,ENC
2487,10,LWA,Artificial Intelligence,261,"Lernen, Wissensentdeckung und Adaptivitt",LWA
2488,10,WOA,Artificial Intelligence,223,Workshop From Objects to Agents,WOA
2489,10,EUMAS,Artificial Intelligence,135,European Workshop on Multi-Agent Systems,EUMAS
2490,10,COMMA,Artificial Intelligence,107,Computational Models of Argument,COMMA
2491,10,BNAIC,Artificial Intelligence,103,Belgium-Netherlands Conference on Artificial Intelligence,BNAIC
2492,10,XPS,Artificial Intelligence,89,Knowledge-Based Systems,XPS
2493,10,BIOADIT,Artificial Intelligence,70,Biologically Inspired Approaches to Advanced Information Technology,BioADIT
2494,10,,Artificial Intelligence,57,Cognitive Technology,Cognitive Technology
2495,10,EON,Artificial Intelligence,54,Workshop on Evaluation of Ontology-based Tools,EON
2496,10,AIMDM,Artificial Intelligence,51,Conference on Artificial Intelligence in Medicine and Medical Decision Making,AIMDM
2497,10,,Artificial Intelligence,38,Agent Mediated Knowledge Management,NotAConf
2498,10,ICMAI,Artificial Intelligence,24,Music and Artificial Intelligence,ICMAI
2499,10,,Artificial Intelligence,20,Assistive Technology and Artificial Intelligence,Assistive Technology and Artificial Intelligence
2500,10,,Artificial Intelligence,20,Logic at Work,Logic at Work
2501,10,,Artificial Intelligence,18,Software Agents and Soft Computing,Software Agents and Soft Computing
2502,10,FAI Workshops,Artificial Intelligence,13,Austrian Research Institute for Artificial Intelligence Workshops,NotAConf
2503,9,RSKT,Artificial Intelligence,477,Rough Sets and Knowledge Technology,RSKT
2504,9,ICANNGA,Artificial Intelligence,351,International Conference on Adaptive and Natural Computing Algorithms,ICANNGA
2505,9,PRIMA,Artificial Intelligence,342,Pacific Rim International Workshop on Multi-Agents,PRIMA
2506,9,MDAI,Artificial Intelligence,242,Modeling Decisions for Artificial Intelligence,MDAI
2507,9,ANNES,Artificial Intelligence,195,Artificial Neural Networks and Expert Systems,ANNES
2508,9,CMMR,Artificial Intelligence,158,Computer Music Modeling and Retrieval,CMMR
2509,9,,Artificial Intelligence,128,Holonic and Multi-Agent Systems for Manufacturing,NotAConf
2510,9,HM,Artificial Intelligence,103,Hybrid Metaheuristics,Hybrid Metaheuristics
2511,9,,Artificial Intelligence,91,Midwest Artificial Intelligence and Cognitive Science Conference,NotAConf
2512,9,ARGMAS,Artificial Intelligence,87,Argumentation in Multi-Agent Systems,ArgMAS
2513,9,,Artificial Intelligence,86,IFIP WG5.2 Publications,NotAConf
2514,9,AICS,Artificial Intelligence,85,Artificial Intelligence and Cognitive Science,AICS
2515,9,WRAC,Artificial Intelligence,79,Workshop on Radical Agent Concepts,WRAC
2516,9,ACG,Artificial Intelligence,76,Advances in Computer Games,ACG
2517,9,FAPR,Artificial Intelligence,61,Formal and Applied Practical Reasoning,FAPR
2518,9,NMELP,Artificial Intelligence,23,Non-Monotonic Extensions of Logic Programming,NMELP
2519,9,AMET,Artificial Intelligence,18,Agent Mediated Electronic Trading,AMET
2520,8,IICAI,Artificial Intelligence,720,Indian International Conference on Artificial Intelligence,IICAI
2521,8,KESAMSTA,Artificial Intelligence,373,Agent and Multi-Agent Systems: Technologies and Applications,NotAConf
2522,8,PROLAMAT,Artificial Intelligence,372,PROgraming LAnguages for MAnufacTuring,PROLAMAT
2523,8,,Artificial Intelligence,327,Autonome Mobile Systeme,NotAConf
2524,8,ISPE,Artificial Intelligence,260,ISPE Conference on Concurrent Engineering,NotAConf
2525,8,ISMDA,Artificial Intelligence,259,International Symposium on Medical Data Analysis,ISMDA
2526,8,FLAI,Artificial Intelligence,193,sterreichische Artificial Intelligence-Tagung,FLAI
2527,8,,Artificial Intelligence,159,Artificial Intelligence and Soft Computing,Artificial Intelligence and Soft Computing
2528,8,FOCI,Artificial Intelligence,119,IEEE Symposium on Foundations of Computational Intelligence,FOCI
2529,8,EUROVAV,Artificial Intelligence,113,European Symposium on Validation and Verification of Knowledge Based Systems,EUROVAV
2530,8,PGM,Artificial Intelligence,68,Probabilistic Graphical Models,Probabilistic Graphical Models
2531,8,STAIRS,Artificial Intelligence,58,Starting AI Researchers Symposium,STAIRS
2532,8,,Artificial Intelligence,55,Interval Mathematics,Interval Mathematics
2533,8,IS/KI,Artificial Intelligence,43,Workshop on Information Systems and Artificial Intelligence,IS/KI
2534,8,ACOM,Artificial Intelligence,35,Agent Communication,NotAConf
2535,8,,Artificial Intelligence,34,Joint International Conference on Cognitive and Systematic Musicology,Joint International Conference on Cognitive and Systematic Musicology
2536,8,EWMF,Artificial Intelligence,26,European Web Mining Forum,EWMF
2537,8,,Artificial Intelligence,23,Applications of Uncertainty Formalisms,Applications of Uncertainty Formalisms
2538,8,,Artificial Intelligence,22,Anticipatory Behavior in Adaptive Learning Systems,NotAConf
2539,8,LAMAS,Artificial Intelligence,17,Learning and Adaption in Multi-Agent Systems,LAMAS
2540,8,ICARCV,Artificial Intelligence,12,"International Conference on Control, Automation, Robotics and Vision",ICARCV
2541,7,ICETET,Artificial Intelligence,712,International Conference on Emerging Trends in Engineering & Technology,ICETET
2542,7,IWINAC,Artificial Intelligence,410,International Work-Conference on the Interplay Between Natural and Artificial Computation,IWINAC
2543,7,,Artificial Intelligence,195,Wissensbasierte Systeme,Wissensbasierte Systeme
2544,7,CAEPIA,Artificial Intelligence,184,Conferencia de la Asociacin Espaola para la Inteligencia Artificial,CAEPIA
2545,7,IASTEDCI,Artificial Intelligence,179,Computational Intelligence,Computational Intelligence
2546,7,IJIT,Artificial Intelligence,122,IJCI,NotAConf
2547,7,PuK,Artificial Intelligence,89,Workshop Planen und Konfigurieren,PuK
2548,7,,Artificial Intelligence,74,Knowledge Management in Electronic Government,NotAConf
2549,7,CLA,Artificial Intelligence,71,Concept Lattices and their Applications,CLA
2550,7,MRC,Artificial Intelligence,36,Mobile Robot Competition,MRC
2551,7,EELC,Artificial Intelligence,24,Emergence and Evolution of Linguistic Communication,EELC
2552,7,,Artificial Intelligence,21,Fundamentals of Artificial Intelligence Research,NotAConf
2553,7,,Artificial Intelligence,18,ModelAge Workshop,ModelAge Workshop
2554,7,,Artificial Intelligence,17,The Logic of Theory Change,The Logic of Theory Change
2555,6,IITA,Artificial Intelligence,1675,Intelligent Information Technology Application,IITA
2556,6,IMECS,Artificial Intelligence,647,International MultiConference of Engineers and Computer Scientists,IMECS
2557,6,DeLFI,Artificial Intelligence,332,Fachtagung e-Learning der Gesellschaft fr Informatik,DeLFI
2558,6,,Artificial Intelligence,306,Catalonian Conference on AI,NotAConf
2559,6,KSEM,Artificial Intelligence,234,"Knowledge Science, Engineering and Management",KSEM
2560,6,IFIP WG8.3,Artificial Intelligence,153,IFIP WG8.3 Publications,NotAConf
2561,6,IPC,Artificial Intelligence,119,Intelligent Pervasive Computing,IPC
2562,6,SUM,Artificial Intelligence,108,Scalable Uncertainty Management,SUM
2563,6,ECKM,Artificial Intelligence,88,European Conference on Knowledge Management,ECKM
2564,6,RSEISP,Artificial Intelligence,87,Rough Sets and Intelligent Systems Paradigms,RSEISP
2565,6,PKAW,Artificial Intelligence,85,Pacific Rim Knowledge Acquisition Workshop,PKAW
2566,6,TMRA,Artificial Intelligence,72,Topic Maps Research and Applications,TMRA
2567,6,ACAL,Artificial Intelligence,68,Australian Conference on Artificial Life,ACAL
2568,6,,Artificial Intelligence,63,Knowledge Based Computer Systems,NotAConf
2569,6,AMIRE,Artificial Intelligence,63,Autonomous Minirobots for Research and Edutainment,AMiRE
2570,6,ROBOCOMM,Artificial Intelligence,56,International Conference on Robot Communication and Coordination,ROBOCOMM
2571,6,RA,Artificial Intelligence,53,Robotics and Applications,Robotics and Applications
2572,6,CSREAPSC,Artificial Intelligence,53,Pervasive Systems and Computing,NotAConf
2573,6,AISADM,Artificial Intelligence,51,Autonomous Intelligent Systems: Agents and Data Mining,NotAConf
2574,6,WOCFAI,Artificial Intelligence,49,World Conference on the Fundamentals of Artificial Intelligence,WOCFAI
2575,6,,Artificial Intelligence,43,Artificial Intelligence in Structural Engineering,NotAConf
2576,6,EUROS,Artificial Intelligence,41,European Robotics Symposium,EUROS
2577,6,MoChArt,Artificial Intelligence,39,Model Checking and Artificial Intelligence,MoChArt
2578,6,,Artificial Intelligence,37,LILOG,NotAConf
2579,6,,Artificial Intelligence,36,Advances in Computational Intelligence and Learning,Advances in Computational Intelligence and Learning
2580,6,NIL,Artificial Intelligence,33,Nonmonotonic and Inductive Logic,Nonmonotonic and Inductive Logic
2581,6,,Artificial Intelligence,28,Knowledge Intensive CAD,Knowledge Intensive CAD
2582,6,MMAS,Artificial Intelligence,28,Massively Multi-Agent Systems,MMAS
2583,6,CPSN,Artificial Intelligence,26,International Conference on Computers for People with Special Needs,CPSN
2584,6,,Artificial Intelligence,25,Multi-Agent-Systems and Applications,Multi-Agent-Systems and Applications
2585,6,ELEGI,Artificial Intelligence,25,European Learning Grid Infrastructure,NotAConf
2586,6,UKMAS,Artificial Intelligence,20,Workshop onFoundations and Applications of Multi-Agent Systems,NotAConf
2587,5,PACIIA,Artificial Intelligence,652,IEEE Pacific-Asia Workshop on Computational Intelligence and Industrial Application,PACIIA
2588,5,ICIRA,Artificial Intelligence,385,International Conference on Intelligent Robotics and Applications,ICIRA
2589,5,IMCSIT,Artificial Intelligence,374,International Multiconference on Computer Science and Information Technology,IMCSIT
2590,5,ISICA,Artificial Intelligence,278,International Symposium on Intelligence Computation and Applications,ISICA
2591,5,CISIM,Artificial Intelligence,242,Computer Information Systems and Industrial Management Applications,CISIM
2592,5,ICCCI,Artificial Intelligence,71,International Conference on Computational Collective Intelligence,ICCCI
2593,5,AmI,Artificial Intelligence,44,European Conference on Ambient Intelligence,AmI
2594,5,AGI,Artificial Intelligence,36,Artificial General Intelligence,AGI
2595,5,AI@50,Artificial Intelligence,35,50 Years of Artificial Intelligence,50 Years of Artificial Intelligence
2596,5,,Artificial Intelligence,34,Mobile Robots,Mobile Robots
2597,5,,Artificial Intelligence,33,Soft-Ware,Soft-Ware
2598,5,SOCASE,Artificial Intelligence,32,"Service-Oriented Computing: Agents, Semantics, and Engineering",SOCASE
2599,5,WImBI,Artificial Intelligence,28,Web Intelligence Meets Brain Informatics,WImBI
2600,5,,Artificial Intelligence,27,ASIS SIG/CR Classification Research Workshop,ASIS SIG/CR Classification Research Workshop
2601,5,IMTCI,Artificial Intelligence,25,Intelligent Media Technology for Communicative Intelligence,IMTCI
2602,5,,Artificial Intelligence,24,Expert Systems in Engineering,Expert Systems in Engineering
2603,5,,Artificial Intelligence,21,Geometry and Robotics,Geometry and Robotics
